WeekStarting,Store,Brand,Quantity,Advert,Price,Revenue
1992-05-28,1002,minute.maid,15677,1,2.45,38408.65
1992-06-04,1002,minute.maid,16338,1,2.15,35126.7
1992-06-11,1002,minute.maid,12229,1,1.91,23357.39
1992-06-18,1002,minute.maid,13551,1,2.6,35232.6
1992-06-25,1002,minute.maid,11855,1,2.5,29637.5
1992-07-02,1002,minute.maid,16588,1,2.54,42133.52
1992-07-09,1002,minute.maid,13051,1,2.4,31322.4
1992-07-16,1002,minute.maid,10316,1,2.44,25171.04
1992-07-23,1002,minute.maid,12985,1,2.19,28437.15
1992-07-30,1002,minute.maid,11133,1,2.6,28945.8
1992-08-06,1002,minute.maid,11646,1,2.26,26319.96
1992-08-13,1002,minute.maid,14226,1,2.29,32577.54
1992-08-20,1002,minute.maid,9893,1,2.63,26018.59
1992-08-27,1002,minute.maid,13265,1,2.09,27723.85
1992-09-03,1002,minute.maid,11078,1,2.17,24039.26
1992-09-10,1002,minute.maid,15127,1,2.01,30405.27
1992-09-17,1002,minute.maid,12937,1,2.65,34283.05
1992-09-24,1002,minute.maid,15294,1,2.35,35940.9
1992-10-01,1002,minute.maid,11716,1,2.34,27415.44
